"country_year";"alpha_3";"year";"political_stability";"population_total";"population_rural";"population_urban";"safe_drinking_water_total";"basic_drinking_water_total";"safe_drinking_water_rural";"basic_drinking_water_rural";"safe_drinking_water_urban";"basic_drinking_water_urban";"unknown_drinking_water_total";"unknown_drinking_water_rural";"unknown_drinking_water_urban"
"SOM_2003";"SOM";2003;-2,58;9815412;6403986;3411426;NA;2551995;NA;653172;NA;1898815;NA;NA;NA
"SOM_2004";"SOM";2004;-2,88;10130243;6530899;3599344;NA;2861827;NA;795656;NA;2066157;NA;NA;NA
"SOM_2005";"SOM";2005;-2,71;10446863;6653500;3793363;NA;3173523;NA;923745;NA;2249779;NA;NA;NA
"SOM_2006";"SOM";2006;-2,75;10763905;6770524;3993381;NA;3494629;NA;1049772;NA;2444843;NA;NA;NA
"SOM_2007";"SOM";2007;-3,22;11080121;7268078;3812043;NA;3646145;NA;1239011;NA;2407152;NA;NA;NA
"SOM_2008";"SOM";2008;-3,28;11397188;7292954;4104234;NA;4020953;NA;1349951;NA;2670999;NA;NA;NA
"SOM_2009";"SOM";2009;-3,31;11717692;7306573;4411119;NA;4409996;NA;1453585;NA;2956408;NA;NA;NA
"SOM_2010";"SOM";2010;-3,13;12043883;7309449;4734434;NA;4815049;NA;1549520;NA;3265521;NA;NA;NA
"SOM_2011";"SOM";2011;-3,08;12376301;7302018;5074283;NA;5236896;NA;1637427;NA;3599468;NA;NA;NA
"SOM_2012";"SOM";2012;-2,86;12715503;7431164;5284339;NA;5604186;NA;1751568;NA;3852633;NA;NA;NA
"SOM_2013";"SOM";2013;-2,76;13063701;7561649;5502052;NA;5983342;NA;1863010;NA;4120338;NA;NA;NA
"SOM_2014";"SOM";2014;-2,52;13423568;7694554;5729014;NA;6376102;NA;1971766;NA;4404320;NA;NA;NA
"SOM_2015";"SOM";2015;-2,38;13797201;7830578;5966623;NA;6784064;NA;2077776;NA;4706301;NA;NA;NA
"SOM_2016";"SOM";2016;-2,36;14185636;7970044;6215592;NA;7208447;NA;2180890;NA;5027563;NA;NA;NA
"SOM_2017";"SOM";2017;-2,26;14589179;8112846;6476333;NA;7650010;NA;2280833;NA;5369205;NA;NA;NA
"SOM_2018";"SOM";2018;-2,22;15008226;8258925;6749301;NA;NA;NA;NA;NA;NA;15008226;8258925;6749301
"SPM_2000";"SPM";2000;NA;6294;677;5617;NA;NA;NA;NA;NA;NA;6294;677;5617
"SPM_2001";"SPM";2001;NA;6251;669;5582;NA;NA;NA;NA;NA;NA;6251;669;5582
"SPM_2002";"SPM";2002;NA;6200;654;5546;NA;NA;NA;NA;NA;NA;6200;654;5546
"SPM_2003";"SPM";2003;NA;6148;641;5507;NA;NA;NA;NA;NA;NA;6148;641;5507
"SPM_2004";"SPM";2004;NA;6116;628;5488;NA;NA;NA;NA;NA;NA;6116;628;5488
"SPM_2005";"SPM";2005;NA;6123;620;5503;NA;NA;NA;NA;NA;NA;6123;620;5503
"SPM_2006";"SPM";2006;NA;6156;620;5536;NA;NA;NA;NA;NA;NA;6156;620;5536
"SPM_2007";"SPM";2007;NA;6221;627;5594;NA;NA;NA;NA;NA;NA;6221;627;5594
"SPM_2008";"SPM";2008;NA;6294;635;5659;NA;NA;NA;NA;NA;NA;6294;635;5659
"SPM_2009";"SPM";2009;NA;6340;639;5701;NA;NA;NA;NA;NA;NA;6340;639;5701
"SPM_2010";"SPM";2010;NA;6353;642;5711;NA;NA;NA;NA;NA;NA;6353;642;5711
"SPM_2011";"SPM";2011;NA;6328;639;5689;NA;NA;NA;NA;NA;NA;6328;639;5689
"SPM_2012";"SPM";2012;NA;6258;632;5626;NA;NA;NA;NA;NA;NA;6258;632;5626
"SPM_2013";"SPM";2013;NA;6173;624;5549;NA;NA;NA;NA;NA;NA;6173;624;5549
"SPM_2014";"SPM";2014;NA;6075;615;5460;NA;NA;NA;NA;NA;NA;6075;615;5460
"SPM_2015";"SPM";2015;NA;5993;579;5414;NA;NA;NA;NA;NA;NA;5993;579;5414
"SPM_2016";"SPM";2016;NA;5934;600;5334;NA;NA;NA;NA;NA;NA;5934;600;5334
"SPM_2017";"SPM";2017;NA;5887;594;5293;NA;NA;NA;NA;NA;NA;5887;594;5293
"SPM_2018";"SPM";2018;NA;5849;571;5278;NA;NA;NA;NA;NA;NA;5849;571;5278
"SRB_2006";"SRB";2006;-0,54;9145914;4197496;4948418;6823246;8516254;2791371;3993124;4031878;4523130;NA;NA;NA
"SRB_2007";"SRB";2007;-0,59;9101185;4156738;4944447;6791555;8405446;2763694;3926225;4027854;4479223;NA;NA;NA
"SRB_2008";"SRB";2008;-0,54;9060103;4117824;4942279;6762555;8298632;2737254;3861617;4025299;4437015;NA;NA;NA
"SRB_2009";"SRB";2009;-0,48;9023357;4081126;4942231;6736777;8196353;2712298;3799610;4024472;4396744;NA;NA;NA
"SRB_2010";"SRB";2010;-0,42;8991254;4046670;4944584;6714437;8098789;2688841;3740183;4025599;4358606;NA;NA;NA
"SRB_2011";"SRB";2011;-0,28;8963769;4014442;4949327;6695549;8005807;2666875;3683277;4028672;4322532;NA;NA;NA
"SRB_2012";"SRB";2012;-0,22;8940113;3991265;4948848;6678426;7916935;2650928;3635059;4027492;4281877;NA;NA;NA
"SRB_2013";"SRB";2013;-0,08;8918904;3971669;4947235;6662755;7830679;2637366;3590403;4025390;4240275;NA;NA;NA
"SRB_2014";"SRB";2014;0,18;8898289;3952377;4945912;6647540;7745255;2624011;3546296;4023525;4198960;NA;NA;NA
"SRB_2015";"SRB";2015;0,24;8876777;3932739;4944038;6631639;7659371;2610431;3502150;4021212;4157219;NA;NA;NA
"SRB_2016";"SRB";2016;0,14;8853963;3912567;4941396;6614778;7572693;2596503;3457809;4018275;4114884;NA;NA;NA
"SRB_2017";"SRB";2017;0,09;8829628;3890186;4939442;6598341;7551285;2581650;3438029;4016686;4113257;NA;NA;NA
"SRB_2018";"SRB";2018;0,08;8802754;3865133;4937621;NA;NA;NA;NA;NA;NA;8802754;3865133;4937621
"SSD_2000";"SSD";2000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"SSD_2001";"SSD";2001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"SSD_2002";"SSD";2002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"SSD_2003";"SSD";2003;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"SSD_2004";"SSD";2004;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"SSD_2005";"SSD";2005;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"SSD_2006";"SSD";2006;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"SSD_2007";"SSD";2007;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"SSD_2008";"SSD";2008;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"SSD_2009";"SSD";2009;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"SSD_2010";"SSD";2010;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"SSD_2011";"SSD";2011;-1,43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"SSD_2012";"SSD";2012;-1,16;10113649;8271287;1842362;NA;4156082;NA;3160297;NA;995778;NA;NA;NA
"SSD_2013";"SSD";2013;-1,73;10355035;8448183;1906852;NA;4252649;NA;3182391;NA;1070253;NA;NA;NA
"SSD_2014";"SSD";2014;-2,65;10554880;8588882;1965998;NA;4328760;NA;3183708;NA;1145062;NA;NA;NA
"SSD_2015";"SSD";2015;-2,38;10715658;8695542;2020116;NA;4385547;NA;3165423;NA;1220125;NA;NA;NA
"SSD_2016";"SSD";2016;-2,42;10832518;8764405;2068113;NA;4421173;NA;3126669;NA;1294496;NA;NA;NA
"SSD_2017";"SSD";2017;-2,45;10910763;8799976;2110787;NA;4438063;NA;3069715;NA;1368346;NA;NA;NA
"SSD_2018";"SSD";2018;-2,44;10975927;8823006;2152921;NA;NA;NA;NA;NA;NA;10975927;8823006;2152921
"STP_2000";"STP";2000;1,15;142262;66260;76002;NA;92321;NA;38556;NA;53764;NA;NA;NA
"STP_2001";"STP";2001;NA;144755;66042;78713;NA;95653;NA;39165;NA;56488;NA;NA;NA
"STP_2002";"STP";2002;0,55;147447;65534;81913;NA;99227;NA;39599;NA;59628;NA;NA;NA
"STP_2003";"STP";2003;0,26;150415;65029;85386;NA;103069;NA;40029;NA;63041;NA;NA;NA
"STP_2004";"STP";2004;0,57;153737;64613;89124;NA;107237;NA;40507;NA;66730;NA;NA;NA
"STP_2005";"STP";2005;0,58;157472;64304;93168;NA;111785;NA;41050;NA;70735;NA;NA;NA
"STP_2006";"STP";2006;0,35;161681;64109;97572;NA;116772;NA;41665;NA;75108;NA;NA;NA
"STP_2007";"STP";2007;0,39;166300;63992;102308;NA;122171;NA;42332;NA;79839;NA;NA;NA
"STP_2008";"STP";2008;0,18;171120;63861;107259;NA;127839;NA;42992;NA;84848;NA;NA;NA
"STP_2009";"STP";2009;0,15;175876;63627;112249;NA;133583;NA;43583;NA;90000;NA;NA;NA
"STP_2010";"STP";2010;0,12;180371;63217;117154;NA;139249;NA;44051;NA;95199;NA;NA;NA
"STP_2011";"STP";2011;0,01;184524;62621;121903;NA;144764;NA;44382;NA;100382;NA;NA;NA
"STP_2012";"STP";2012;0,01;188404;61872;126532;NA;150170;NA;44594;NA;105576;NA;NA;NA
"STP_2013";"STP";2013;0,11;192087;61068;131019;NA;155512;NA;44752;NA;110760;NA;NA;NA
"STP_2014";"STP";2014;0,18;195727;60258;135469;NA;160910;NA;44891;NA;116019;NA;NA;NA
"STP_2015";"STP";2015;0,14;199432;59482;139950;NA;166453;NA;45041;NA;121412;NA;NA;NA
"STP_2016";"STP";2016;0,22;203227;58749;144478;NA;171119;NA;45209;NA;125910;NA;NA;NA
"STP_2017";"STP";2017;0,19;207089;58050;149039;NA;174556;NA;44671;NA;129885;NA;NA;NA
"STP_2018";"STP";2018;0,53;211028;57393;153635;NA;NA;NA;NA;NA;NA;211028;57393;153635
"SUR_2000";"SUR";2000;0,21;470949;158030;312919;NA;421804;NA;116261;NA;305544;NA;NA;NA
"SUR_2001";"SUR";2001;NA;476579;159571;317008;NA;428511;NA;118912;NA;309600;NA;NA;NA
"SUR_2002";"SUR";2002;0,49;482235;161111;321124;NA;435269;NA;121585;NA;313684;NA;NA;NA
"SUR_2003";"SUR";2003;0,48;487942;162660;325282;NA;442100;NA;124290;NA;317810;NA;NA;NA
"SUR_2004";"SUR";2004;0,3;493679;164211;329468;NA;448984;NA;127019;NA;321965;NA;NA;NA
"SUR_2005";"SUR";2005;0,23;499464;166411;333053;NA;455815;NA;130281;NA;325535;NA;NA;NA
"SUR_2006";"SUR";2006;-0,02;505295;168695;336600;NA;462712;NA;133644;NA;329068;NA;NA;NA
"SUR_2007";"SUR";2007;-0,02;511181;171005;340176;NA;469695;NA;137065;NA;332631;NA;NA;NA
"SUR_2008";"SUR";2008;0,1;517123;173343;343780;NA;476767;NA;140546;NA;336222;NA;NA;NA
"SUR_2009";"SUR";2009;0,15;523111;175704;347407;NA;483920;NA;144083;NA;339837;NA;NA;NA
"SUR_2010";"SUR";2010;0,08;529131;178085;351046;NA;491139;NA;147674;NA;343465;NA;NA;NA
"SUR_2011";"SUR";2011;0,12;535179;180484;354695;NA;498422;NA;151318;NA;347104;NA;NA;NA
"SUR_2012";"SUR";2012;0,08;541245;182897;358348;NA;505760;NA;155012;NA;350748;NA;NA;NA
"SUR_2013";"SUR";2013;0,13;547291;185313;361978;NA;513548;NA;159002;NA;354545;NA;NA;NA
"SUR_2014";"SUR";2014;0,25;553273;187619;365654;NA;521340;NA;162948;NA;358392;NA;NA;NA
"SUR_2015";"SUR";2015;0,26;559143;189796;369347;NA;528049;NA;165788;NA;362261;NA;NA;NA
"SUR_2016";"SUR";2016;0,16;564888;191837;373051;NA;533929;NA;167783;NA;366145;NA;NA;NA
"SUR_2017";"SUR";2017;0,13;570496;193735;376761;NA;544394;NA;174354;NA;370041;NA;NA;NA
"SUR_2018";"SUR";2018;0,08;575990;195494;380496;NA;NA;NA;NA;NA;NA;575990;195494;380496
"SVK_2000";"SVK";2000;0,66;5399211;2363059;3036152;4976974;5290196;NA;2287441;NA;3002754;NA;NA;NA
"SVK_2001";"SVK";2001;NA;5399992;2367170;3032822;4977604;5290881;NA;2291421;NA;2999461;NA;NA;NA
"SVK_2002";"SVK";2002;0,94;5400122;2375331;3024791;5012033;5290838;NA;2299320;NA;2991518;NA;NA;NA
"SVK_2003";"SVK";2003;0,95;5399834;2383313;3016521;5046127;5290386;NA;2307047;NA;2983339;NA;NA;NA
"SVK_2004";"SVK";2004;0,59;5399380;2391238;3008142;5080116;5289771;NA;2314718;NA;2975052;NA;NA;NA
"SVK_2005";"SVK";2005;0,9;5398963;2399162;2999801;5114188;5289192;NA;2322389;NA;2966803;NA;NA;NA
"SVK_2006";"SVK";2006;0,78;5398673;2407157;2991516;5148430;5288737;NA;2330128;NA;2958609;NA;NA;NA
"SVK_2007";"SVK";2007;1,04;5398692;2415296;2983396;5183020;5288585;NA;2338007;NA;2950579;NA;NA;NA
"SVK_2008";"SVK";2008;1,08;5399371;2423747;2975624;5218303;5289080;NA;2346187;NA;2942892;NA;NA;NA
"SVK_2009";"SVK";2009;0,92;5401153;2432679;2968474;5254721;5306722;NA;2370901;NA;2935821;NA;NA;NA
"SVK_2010";"SVK";2010;1,05;5404294;2448958;2955336;5292592;5329841;NA;2407013;NA;2922827;NA;NA;NA
"SVK_2011";"SVK";2011;0,97;5408937;2465412;2943525;5332078;5354715;NA;2443569;NA;2911146;NA;NA;NA
"SVK_2012";"SVK";2012;1,09;5414889;2475707;2939182;5367483;5381091;NA;2474240;NA;2906851;NA;NA;NA
"SVK_2013";"SVK";2013;1,12;5421725;2486405;2935320;5382030;5395710;NA;2486405;NA;2909305;NA;NA;NA
"SVK_2014";"SVK";2014;1,04;5428803;2497250;2931553;5396837;5417226;NA;2497250;NA;2919976;NA;NA;NA
"SVK_2015";"SVK";2015;0,87;5435611;2506439;2929172;5411395;5424043;NA;2506439;NA;2917604;NA;NA;NA
"SVK_2016";"SVK";2016;0,72;5442003;2513897;2928106;5425558;5430439;NA;2513897;NA;2916543;NA;NA;NA
"SVK_2017";"SVK";2017;0,91;5447900;2519578;2928322;5436336;5436336;NA;2519578;NA;2916758;NA;NA;NA
"SVK_2018";"SVK";2018;0,75;5453014;2523343;2929671;NA;NA;NA;NA;NA;NA;5453014;2523343;2929671
"SVN_2000";"SVN";2000;0,89;1987717;978872;1008845;1586038;1980081;NA;973003;NA;1007078;NA;NA;NA
"SVN_2001";"SVN";2001;NA;1987461;978223;1009238;1585733;1979701;NA;972356;NA;1007345;NA;NA;NA
"SVN_2002";"SVN";2002;1,3;1987267;976606;1010661;1585481;1979386;NA;970746;NA;1008640;NA;NA;NA
"SVN_2003";"SVN";2003;1,19;1987862;972417;1015445;1611611;1979868;NA;966580;NA;1013288;NA;NA;NA
"SVN_2004";"SVN";2004;1,08;1990222;969081;1021141;1639206;1982107;NA;963262;NA;1018846;NA;NA;NA
"SVN_2005";"SVN";2005;1,09;1994976;966907;1028069;1668861;1986729;NA;961099;NA;1025631;NA;NA;NA
"SVN_2006";"SVN";2006;1,08;2002430;966008;1036422;1700929;1994038;NA;960203;NA;1033835;NA;NA;NA
"SVN_2007";"SVN";2007;1,1;2012118;966151;1045967;1735111;2003569;NA;960343;NA;1043227;NA;NA;NA
"SVN_2008";"SVN";2008;1,15;2023052;966841;1056211;1770630;2014339;NA;961026;NA;1053313;NA;NA;NA
"SVN_2009";"SVN";2009;0,93;2033804;967409;1066395;1806264;2024925;NA;961588;NA;1063337;NA;NA;NA
"SVN_2010";"SVN";2010;0,87;2043337;967348;1075989;1841074;2034295;NA;961525;NA;1072770;NA;NA;NA
"SVN_2011";"SVN";2011;0,97;2051287;966500;1084787;1874679;2042087;NA;960680;NA;1081407;NA;NA;NA
"SVN_2012";"SVN";2012;0,94;2057823;964949;1092874;1907173;2048469;NA;959136;NA;1089333;NA;NA;NA
"SVN_2013";"SVN";2013;0,88;2063110;962802;1100308;1938659;2053607;NA;957000;NA;1096607;NA;NA;NA
"SVN_2014";"SVN";2014;0,97;2067488;960205;1107283;1969410;2057837;NA;954416;NA;1103421;NA;NA;NA
"SVN_2015";"SVN";2015;0,95;2071199;957283;1113916;1999762;2061543;NA;951512;NA;1110031;NA;NA;NA
"SVN_2016";"SVN";2016;0,99;2074210;953717;1120493;2029526;2064552;NA;947967;NA;1116585;NA;NA;NA
"SVN_2017";"SVN";2017;0,87;2076394;949466;1126928;2035966;2066739;NA;943742;NA;1122998;NA;NA;NA
"SVN_2018";"SVN";2018;0,91;2077837;944571;1133266;NA;NA;NA;NA;NA;NA;2077837;944571;1133266
"SWE_2000";"SWE";2000;1,39;8881640;1418749;7462891;8876311;8881640;NA;1418749;NA;7462891;NA;NA;NA
"SWE_2001";"SWE";2001;NA;8897793;1417317;7480476;8892454;8897793;NA;1417317;NA;7480476;NA;NA;NA
"SWE_2002";"SWE";2002;1,48;8920710;1415411;7505299;8915358;8920710;NA;1415411;NA;7505299;NA;NA;NA
"SWE_2003";"SWE";2003;1,34;8951436;1414727;7536709;8946065;8951436;NA;1414727;NA;7536709;NA;NA;NA
"SWE_2004";"SWE";2004;1,36;8990654;1415352;7575302;8985260;8990654;NA;1415352;NA;7575302;NA;NA;NA
"SWE_2005";"SWE";2005;1,3;9038623;1417334;7621289;9033199;9038623;NA;1417334;NA;7621289;NA;NA;NA
"SWE_2006";"SWE";2006;1,29;9096165;1416309;7679856;9090707;9096165;NA;1416309;NA;7679856;NA;NA;NA
"SWE_2007";"SWE";2007;1,27;9162939;1412166;7750773;9157441;9162939;NA;1412166;NA;7750773;NA;NA;NA
"SWE_2008";"SWE";2008;1,13;9236428;1408940;7827488;9230886;9236428;NA;1408940;NA;7827488;NA;NA;NA
"SWE_2009";"SWE";2009;1,09;9313087;1406123;7906964;9307499;9313087;NA;1406123;NA;7906964;NA;NA;NA
"SWE_2010";"SWE";2010;1,09;9390168;1403234;7986934;9384534;9390168;NA;1403234;NA;7986934;NA;NA;NA
"SWE_2011";"SWE";2011;1,23;9466710;1391927;8074783;9461029;9466710;NA;1391927;NA;8074783;NA;NA;NA
"SWE_2012";"SWE";2012;1,17;9542812;1372271;8170541;9537085;9542812;NA;1372271;NA;8170541;NA;NA;NA
"SWE_2013";"SWE";2013;1,13;9618016;1352650;8265366;9612244;9618016;NA;1352650;NA;8265366;NA;NA;NA
"SWE_2014";"SWE";2014;1,07;9692131;1332930;8359201;9686315;9692131;NA;1332930;NA;8359201;NA;NA;NA
"SWE_2015";"SWE";2015;0,95;9764950;1313140;8451810;9759091;9764950;NA;1313140;NA;8451810;NA;NA;NA
