"country_year";"alpha_3";"year";"political_stability";"population_total";"population_rural";"population_urban";"safe_drinking_water_total";"basic_drinking_water_total";"safe_drinking_water_rural";"basic_drinking_water_rural";"safe_drinking_water_urban";"basic_drinking_water_urban";"unknown_drinking_water_total";"unknown_drinking_water_rural";"unknown_drinking_water_urban"
"BRA_2010";"BRA";2010;0,01;195713635;30657661;165055974;NA;188529477;NA;25352515;151592705;163177125;NA;NA;NA
"BRA_2011";"BRA";2011;-0,13;197514536;30356283;167158253;NA;190732815;NA;25364921;153627912;165367854;NA;NA;NA
"BRA_2012";"BRA";2012;0,05;199287299;30046830;169240469;NA;192906897;NA;25365312;155647295;167541549;NA;NA;NA
"BRA_2013";"BRA";2013;-0,26;201035912;29734234;171301678;NA;195054792;NA;25357685;157649945;169697249;NA;NA;NA
"BRA_2014";"BRA";2014;-0,07;202763739;29416977;173346762;NA;197180376;NA;25340658;159640320;171839720;NA;NA;NA
"BRA_2015";"BRA";2015;-0,33;204471769;29096333;175375436;NA;199576551;NA;25315218;161618127;174261328;NA;NA;NA
"BRA_2016";"BRA";2016;-0,38;206163053;28775337;177387716;NA;201726383;NA;25283939;163583351;176442559;NA;NA;NA
"BRA_2017";"BRA";2017;-0,42;207833823;28455271;179378552;NA;204079076;NA;25535368;165531299;178543635;NA;NA;NA
"BRA_2018";"BRA";2018;-0,36;209469323;28133646;181335677;NA;NA;NA;NA;NA;NA;209469323;28133646;181335677
"BRB_2000";"BRB";2000;1,15;271515;179670;91845;NA;266966;NA;NA;NA;NA;NA;179670;91845
"BRB_2001";"BRB";2001;NA;272500;180862;91638;NA;267961;NA;NA;NA;NA;NA;180862;91638
"BRB_2002";"BRB";2002;1,1;273425;182016;91409;NA;268898;NA;NA;NA;NA;NA;182016;91409
"BRB_2003";"BRB";2003;0,92;274329;183159;91170;NA;269815;NA;NA;NA;NA;NA;183159;91170
"BRB_2004";"BRB";2004;1,1;275284;184338;90946;NA;270782;NA;NA;NA;NA;NA;184338;90946
"BRB_2005";"BRB";2005;1,12;276323;185575;90748;NA;271831;NA;NA;NA;NA;NA;185575;90748
"BRB_2006";"BRB";2006;0,91;277477;186893;90584;NA;272994;NA;NA;NA;NA;NA;186893;90584
"BRB_2007";"BRB";2007;1,04;278700;188260;90440;NA;274225;NA;NA;NA;NA;NA;188260;90440
"BRB_2008";"BRB";2008;1,07;279946;189646;90300;NA;275479;NA;NA;NA;NA;NA;189646;90300
"BRB_2009";"BRB";2009;1,05;281104;190973;90131;NA;276647;NA;NA;NA;NA;NA;190973;90131
"BRB_2010";"BRB";2010;1,06;282131;192215;89916;NA;277686;NA;NA;NA;NA;NA;192215;89916
"BRB_2011";"BRB";2011;1,25;282987;193280;89707;NA;278557;NA;NA;NA;NA;NA;193280;89707
"BRB_2012";"BRB";2012;1,19;283701;194184;89517;NA;279288;NA;NA;NA;NA;NA;194184;89517
"BRB_2013";"BRB";2013;1,27;284296;194944;89352;NA;279902;NA;NA;NA;NA;NA;194944;89352
"BRB_2014";"BRB";2014;1,28;284826;195597;89229;NA;280452;NA;NA;NA;NA;NA;195597;89229
"BRB_2015";"BRB";2015;1,14;285324;196163;89161;NA;280971;NA;NA;NA;NA;NA;196163;89161
"BRB_2016";"BRB";2016;0,98;285796;196648;89148;NA;281465;NA;NA;NA;NA;NA;196648;89148
"BRB_2017";"BRB";2017;0,97;286232;197046;89186;NA;281923;NA;NA;NA;NA;NA;197046;89186
"BRB_2018";"BRB";2018;0,92;286641;197361;89280;NA;NA;NA;NA;NA;NA;286641;197361;89280
"BRN_2000";"BRN";2000;1,3;333165;96073;237092;NA;332832;NA;NA;NA;NA;NA;96073;237092
"BRN_2001";"BRN";2001;NA;340034;96392;243642;NA;339694;NA;NA;NA;NA;NA;96392;243642
"BRN_2002";"BRN";2002;1,16;346782;96941;249841;NA;346435;NA;NA;NA;NA;NA;96941;249841
"BRN_2003";"BRN";2003;1,15;353293;97435;255858;NA;352940;NA;NA;NA;NA;NA;97435;255858
"BRN_2004";"BRN";2004;1,37;359433;97788;261645;NA;359074;NA;NA;NA;NA;NA;97788;261645
"BRN_2005";"BRN";2005;1,21;365114;97986;267128;NA;364749;NA;NA;NA;NA;NA;97986;267128
"BRN_2006";"BRN";2006;1,12;370263;98013;272250;NA;369893;NA;NA;NA;NA;NA;98013;272250
"BRN_2007";"BRN";2007;1,11;374965;97897;277068;NA;374590;NA;NA;NA;NA;NA;97897;277068
"BRN_2008";"BRN";2008;1,13;379421;97695;281726;NA;379042;NA;NA;NA;NA;NA;97695;281726
"BRN_2009";"BRN";2009;1,39;383906;97483;286423;NA;383522;NA;NA;NA;NA;NA;97483;286423
"BRN_2010";"BRN";2010;1,28;388646;97314;291332;NA;388257;NA;NA;NA;NA;NA;97314;291332
"BRN_2011";"BRN";2011;1,09;393688;97200;296488;NA;393294;NA;NA;NA;NA;NA;97200;296488
"BRN_2012";"BRN";2012;0,91;398989;97129;301860;NA;398590;NA;NA;NA;NA;NA;97129;301860
"BRN_2013";"BRN";2013;1,07;404421;97075;307346;NA;404017;NA;NA;NA;NA;NA;97075;307346
"BRN_2014";"BRN";2014;1,26;409769;96983;312786;NA;409359;NA;NA;NA;NA;NA;96983;312786
"BRN_2015";"BRN";2015;1,24;414907;96825;318082;NA;414492;NA;NA;NA;NA;NA;96825;318082
"BRN_2016";"BRN";2016;1,15;419800;96597;323203;NA;419380;NA;NA;NA;NA;NA;96597;323203
"BRN_2017";"BRN";2017;1,16;424473;96305;328168;NA;424049;NA;NA;NA;NA;NA;96305;328168
"BRN_2018";"BRN";2018;1,2;428963;95962;333001;NA;NA;NA;NA;NA;NA;428963;95962;333001
"BTN_2000";"BTN";2000;0,49;591021;440793;150228;168744;488990;95789;345145;72955;143845;NA;NA;NA
"BTN_2001";"BTN";2001;NA;603640;443798;159842;175790;506703;98132;353586;77658;153117;NA;NA;NA
"BTN_2002";"BTN";2002;0,69;616018;446180;169838;182907;523805;100357;360844;82550;162961;NA;NA;NA
"BTN_2003";"BTN";2003;0,92;627839;447722;180117;189992;540553;102409;367445;87584;173108;NA;NA;NA
"BTN_2004";"BTN";2004;1,17;638815;448227;190588;196946;556667;104231;373193;92715;183474;NA;NA;NA
"BTN_2005";"BTN";2005;1,28;648739;447856;200883;203615;571891;105849;378188;97765;193703;NA;NA;NA
"BTN_2006";"BTN";2006;1,26;657410;448931;208479;209318;585744;107813;384386;101506;201357;NA;NA;NA
"BTN_2007";"BTN";2007;0,57;664876;448998;215878;214692;598555;109538;389709;105153;208846;NA;NA;NA
"BTN_2008";"BTN";2008;0,72;671613;448396;223217;219873;610719;111098;394419;108775;216300;NA;NA;NA
"BTN_2009";"BTN";2009;0,8;678323;447626;230697;225080;622854;112612;398940;112468;223915;NA;NA;NA
"BTN_2010";"BTN";2010;0,74;685503;446993;238510;230481;635417;114154;403540;116327;231877;NA;NA;NA
"BTN_2011";"BTN";2011;0,83;693298;446586;246712;236129;648550;115751;408307;120379;240244;NA;NA;NA
"BTN_2012";"BTN";2012;0,78;701581;446406;255175;241965;662139;117404;413248;124562;248891;NA;NA;NA
"BTN_2013";"BTN";2013;0,78;710237;446392;263845;247949;676083;119099;418316;128849;257767;NA;NA;NA
"BTN_2014";"BTN";2014;1,07;719055;446405;272650;254009;690187;120802;423383;133206;266804;NA;NA;NA
"BTN_2015";"BTN";2015;0,97;727876;446351;281525;260026;704675;122425;429069;137601;275606;NA;NA;NA
"BTN_2016";"BTN";2016;1,12;736708;446241;290467;265195;716136;123163;431654;142032;284482;NA;NA;NA
"BTN_2017";"BTN";2017;1,12;745563;446092;299471;269619;724936;123121;431510;146498;293426;NA;NA;NA
"BTN_2018";"BTN";2018;1,1;754388;445878;308510;NA;NA;NA;NA;NA;NA;754388;445878;308510
"BWA_2000";"BWA";2000;1,07;1643334;768770;874564;NA;1235770;NA;411899;734821;823871;NA;NA;NA
"BWA_2001";"BWA";2001;NA;1674678;769322;905356;NA;1265111;NA;412974;760029;852133;NA;NA;NA
"BWA_2002";"BWA";2002;0,87;1704642;774413;930229;NA;1291268;NA;416491;780227;874779;NA;NA;NA
"BWA_2003";"BWA";2003;1,11;1734398;779974;954424;NA;1317019;NA;420272;799820;896747;NA;NA;NA
"BWA_2004";"BWA";2004;0,92;1765527;785878;979649;NA;1343895;NA;424250;820241;919642;NA;NA;NA
"BWA_2005";"BWA";2005;1,06;1799078;792602;1006476;NA;1372681;NA;428683;841964;943998;NA;NA;NA
"BWA_2006";"BWA";2006;1,02;1835908;800456;1035452;NA;1421015;NA;446962;870099;974053;NA;NA;NA
"BWA_2007";"BWA";2007;1,06;1875459;789037;1086422;NA;1479476;NA;454466;912128;1025012;NA;NA;NA
"BWA_2008";"BWA";2008;1,03;1915639;776912;1138727;NA;1538709;NA;461196;955202;1077510;NA;NA;NA
"BWA_2009";"BWA";2009;0,95;1953498;763092;1190406;NA;1596205;NA;466510;997675;1129696;NA;NA;NA
"BWA_2010";"BWA";2010;0,99;1987105;746904;1240201;NA;1650254;NA;469891;1038493;1180366;NA;NA;NA
"BWA_2011";"BWA";2011;1,06;2015403;728266;1287137;NA;1699730;NA;471156;1076846;1228574;NA;NA;NA
"BWA_2012";"BWA";2012;1,1;2039556;718573;1320983;NA;1742247;NA;477747;1104188;1264500;NA;NA;NA
"BWA_2013";"BWA";2013;1,1;2062548;710095;1352453;NA;1783188;NA;484865;1129496;1298323;NA;NA;NA
"BWA_2014";"BWA";2014;1,01;2088618;702442;1386176;NA;1826777;NA;492300;1156638;1334478;NA;NA;NA
"BWA_2015";"BWA";2015;1,04;2120716;696548;1424168;NA;1875694;NA;500766;1187288;1374929;NA;NA;NA
"BWA_2016";"BWA";2016;0,99;2159927;692613;1467314;NA;1931071;NA;510506;1222176;1420568;NA;NA;NA
"BWA_2017";"BWA";2017;1,02;2205080;690190;1514890;NA;1992019;NA;521287;1260686;1470732;NA;NA;NA
"BWA_2018";"BWA";2018;0,98;2254068;688697;1565371;NA;NA;NA;NA;NA;NA;2254068;688697;1565371
"CAF_2000";"CAF";2000;-1,12;3640427;2270218;1370209;NA;2120966;NA;999115;NA;1121847;NA;NA;NA
"CAF_2001";"CAF";2001;NA;3722018;2318060;1403958;NA;2130884;NA;1001496;NA;1129392;NA;NA;NA
"CAF_2002";"CAF";2002;-1,73;3802128;2364841;1437287;NA;2138088;NA;1002444;NA;1135646;NA;NA;NA
"CAF_2003";"CAF";2003;-1,54;3881181;2410831;1470350;NA;2142828;NA;1002083;NA;1140747;NA;NA;NA
"CAF_2004";"CAF";2004;-1,42;3959875;2456462;1503413;NA;2145502;NA;1000595;NA;1144909;NA;NA;NA
"CAF_2005";"CAF";2005;-1,43;4038382;2501004;1537378;NA;2146493;NA;997687;NA;1148808;NA;NA;NA
"CAF_2006";"CAF";2006;-1,85;4118069;2545235;1572834;NA;2146507;NA;993677;NA;1152837;NA;NA;NA
"CAF_2007";"CAF";2007;-1,85;4198010;2588533;1609477;NA;2145037;NA;988325;NA;1156713;NA;NA;NA
"CAF_2008";"CAF";2008;-1,84;4273366;2627867;1645499;NA;2139624;NA;980511;NA;1159113;NA;NA;NA
"CAF_2009";"CAF";2009;-1,91;4337625;2659215;1678410;NA;2127204;NA;968862;NA;1158345;NA;NA;NA
"CAF_2010";"CAF";2010;-2,02;4386768;2680142;1706626;NA;2106189;NA;952715;NA;1153473;NA;NA;NA
"CAF_2011";"CAF";2011;-1,79;4418637;2689393;1729244;NA;2076004;NA;931907;NA;1144101;NA;NA;NA
"CAF_2012";"CAF";2012;-1,85;4436416;2688994;1747422;NA;2038648;NA;907432;NA;1131217;NA;NA;NA
"CAF_2013";"CAF";2013;-2,15;4447944;2683765;1764179;NA;2047736;NA;905668;NA;1142065;NA;NA;NA
"CAF_2014";"CAF";2014;-2,7;4464175;2680326;1783849;NA;2059303;NA;904507;NA;1154799;NA;NA;NA
"CAF_2015";"CAF";2015;-1,9;4493170;2683435;1809735;NA;2077106;NA;905556;NA;1171556;NA;NA;NA
"CAF_2016";"CAF";2016;-1,79;4537686;2694584;1843102;NA;2102481;NA;909319;NA;1193157;NA;NA;NA
"CAF_2017";"CAF";2017;-2,01;4596023;2712581;1883442;NA;NA;NA;NA;NA;NA;4596023;2712581;1883442
"CAF_2018";"CAF";2018;-2,28;4666368;2736172;1930196;NA;NA;NA;NA;NA;NA;4666368;2736172;1930196
"CAN_2000";"CAN";2000;1,17;30588383;6277452;24310931;30041417;30316703;NA;6163001;NA;24153702;NA;NA;NA
"CAN_2001";"CAN";2001;NA;30880073;6234717;24645356;30330306;30607010;NA;6121046;NA;24485965;NA;NA;NA
"CAN_2002";"CAN";2002;1,22;31178263;6270471;24907792;30623761;30902850;NA;6156148;NA;24746703;NA;NA;NA
"CAN_2003";"CAN";2003;1,05;31488048;6308150;25179898;30928622;31210191;NA;6193140;NA;25017050;NA;NA;NA
"CAN_2004";"CAN";2004;0,88;31815494;6348907;25466587;31250836;31535037;NA;6233154;NA;25301884;NA;NA;NA
"CAN_2005";"CAN";2005;0,83;32164309;6393544;25770765;31609269;31888703;NA;6280439;NA;25608265;NA;NA;NA
"CAN_2006";"CAN";2006;1,04;32536987;6438044;26098943;31991579;32266234;NA;6327638;NA;25938596;NA;NA;NA
"CAN_2007";"CAN";2007;1,01;32930794;6455709;26475085;32395652;32665207;NA;6348496;NA;26316711;NA;NA;NA
"CAN_2008";"CAN";2008;1,04;33337638;6474807;26862831;32812867;33077268;NA;6370783;NA;26706484;NA;NA;NA
"CAN_2009";"CAN";2009;1,13;33746093;6493336;27252757;33231985;33491081;NA;6392530;NA;27098550;NA;NA;NA
"CAN_2010";"CAN";2010;0,94;34147564;6509414;27638150;33644543;33898116;NA;6411883;NA;27486234;NA;NA;NA
"CAN_2011";"CAN";2011;1,08;34539159;6529340;28009819;34047556;34295437;NA;6435047;NA;27860389;NA;NA;NA
"CAN_2012";"CAN";2012;1,11;34922030;6587412;28334618;34441552;34683890;NA;6495847;NA;28188043;NA;NA;NA
"CAN_2013";"CAN";2013;1,06;35296528;6643657;28652871;34827631;35064196;NA;6554908;NA;28509286;NA;NA;NA
"CAN_2014";"CAN";2014;1,18;35664337;6698346;28965991;35207438;35438015;NA;6612493;NA;28825523;NA;NA;NA
"CAN_2015";"CAN";2015;1,27;36026676;6751732;29274944;35582186;35806564;NA;6668851;NA;29137712;NA;NA;NA
"CAN_2016";"CAN";2016;1,26;36382944;6803694;29579250;35951260;36169238;NA;6723859;NA;29445380;NA;NA;NA
"CAN_2017";"CAN";2017;1,1;36732095;6850375;29881720;36313665;36525014;NA;6773701;NA;29751316;NA;NA;NA
"CAN_2018";"CAN";2018;0,99;37074562;6891724;30182838;NA;NA;NA;NA;NA;NA;37074562;6891724;30182838
"CHE_2000";"CHE";2000;1,58;7143761;1901443;5242318;6631148;7143761;NA;1901443;NA;5242318;NA;NA;NA
"CHE_2001";"CHE";2001;NA;7179169;1911467;5267702;6664016;7179169;NA;1911467;NA;5267702;NA;NA;NA
"CHE_2002";"CHE";2002;1,54;7220377;1920570;5299807;6702267;7220377;NA;1920570;NA;5299807;NA;NA;NA
"CHE_2003";"CHE";2003;1,25;7268359;1931454;5336905;6746805;7268359;NA;1931454;NA;5336905;NA;NA;NA
"CHE_2004";"CHE";2004;1,23;7323737;1944275;5379462;6815727;7323737;NA;1944275;NA;5379462;NA;NA;NA
"CHE_2005";"CHE";2005;1,2;7386816;1959116;5427700;6892099;7386816;NA;1959116;NA;5427700;NA;NA;NA
"CHE_2006";"CHE";2006;1,27;7457958;1976059;5481899;6976315;7457958;NA;1976059;NA;5481899;NA;NA;NA
"CHE_2007";"CHE";2007;1,23;7536982;1995053;5541929;7068262;7536982;NA;1995053;NA;5541929;NA;NA;NA
"CHE_2008";"CHE";2008;1,22;7622821;2015808;5607013;7166997;7622821;NA;2015808;NA;5607013;NA;NA;NA
"CHE_2009";"CHE";2009;1,31;7713898;2037907;5675991;7271079;7713898;NA;2037907;NA;5675991;NA;NA;NA
"CHE_2010";"CHE";2010;1,26;7808675;2060936;5747739;7379092;7808675;NA;2060936;NA;5747739;NA;NA;NA
"CHE_2011";"CHE";2011;1,3;7906992;2085009;5821983;7490913;7906992;NA;2085009;NA;5821983;NA;NA;NA
"CHE_2012";"CHE";2012;1,42;8008012;2109908;5898104;7605772;8008012;NA;2109908;NA;5898104;NA;NA;NA
"CHE_2013";"CHE";2013;1,4;8108878;2134729;5974149;7720967;8108878;NA;2134729;NA;5974149;NA;NA;NA
"CHE_2014";"CHE";2014;1,4;8206002;2158519;6047483;7833073;8206002;NA;2158519;NA;6047483;NA;NA;NA
"CHE_2015";"CHE";2015;1,34;8296775;2180600;6116175;7919721;8296775;NA;2180600;NA;6116175;NA;NA;NA
"CHE_2016";"CHE";2016;1,31;8379917;2200634;6179283;7999084;8379917;NA;2200634;NA;6179283;NA;NA;NA
"CHE_2017";"CHE";2017;1,26;8455804;2218736;6237068;8071522;8455804;NA;2218736;NA;6237068;NA;NA;NA
"CHE_2018";"CHE";2018;1,34;8525611;2233935;6291676;NA;NA;NA;NA;NA;NA;8525611;2233935;6291676
"CHL_2000";"CHL";2000;0,49;15342353;2136693;13205660;14109099;14679657;NA;1593138;12930631;13086526;NA;NA;NA
"CHL_2001";"CHL";2001;NA;15516113;2115961;13400152;14351129;14897110;NA;1610977;13137520;13286127;NA;NA;NA
"CHL_2002";"CHL";2002;1,09;15684409;2100758;13583651;14586089;15107478;NA;1632459;13334106;13475021;NA;NA;NA
"CHL_2003";"CHL";2003;0,76;15849652;2113489;13736163;14808552;15308944;NA;1675610;13500696;13633348;NA;NA;NA
"CHL_2004";"CHL";2004;0,69;16014971;2126057;13888914;15033087;15511110;NA;1719030;13667907;13792068;NA;NA;NA
"CHL_2005";"CHL";2005;0,84;16182721;2138812;14043909;15261756;15716163;NA;1762999;13837715;13953174;NA;NA;NA
"CHL_2006";"CHL";2006;0,61;16354504;2151923;14202581;15496277;15925764;NA;1807668;14000545;14118096;NA;NA;NA
"CHL_2007";"CHL";2007;0,41;16530195;2165381;14364814;15736486;16139755;NA;1853047;14162985;14286718;NA;NA;NA
"CHL_2008";"CHL";2008;0,43;16708258;2178968;14529290;15981064;16356710;NA;1898963;14327690;14457742;NA;NA;NA
"CHL_2009";"CHL";2009;0,6;16886186;2192393;14693793;16227550;16574128;NA;1945161;14492475;14628960;NA;NA;NA
"CHL_2010";"CHL";2010;0,68;17062536;2205432;14857104;16474564;16790586;NA;1991435;14656133;14799160;NA;NA;NA
"CHL_2011";"CHL";2011;0,45;17233576;2217622;15015954;16718539;17002419;NA;2037338;14815444;14965078;NA;NA;NA
"CHL_2012";"CHL";2012;0,33;17400347;2229092;15171255;16960350;17210572;NA;2082952;14971302;15127622;NA;NA;NA
"CHL_2013";"CHL";2013;0,36;17571507;2240996;15330511;17208453;17423608;NA;2129340;15131112;15294273;NA;NA;NA
"CHL_2014";"CHL";2014;0,45;17758959;2254799;15504160;17458845;17652418;NA;2177936;15304223;15474483;NA;NA;NA
"CHL_2015";"CHL";2015;0,43;17969353;2271326;15698027;17695464;17897636;NA;2229641;15490364;15667995;NA;NA;NA
"CHL_2016";"CHL";2016;0,41;18209068;2290251;15918817;17929371;18140270;NA;2251894;15702934;15888377;NA;NA;NA
"CHL_2017";"CHL";2017;0,42;18470439;2310562;16159877;18219088;18439555;NA;2310562;15935345;16128992;NA;NA;NA
"CHL_2018";"CHL";2018;0,43;18729160;2329148;16400012;NA;NA;NA;NA;NA;NA;18729160;2329148;16400012
"CHN_2000";"CHN";2000;-0,21;1290550765;827536092;463014673;NA;1037507056;NA;582608001;431920367;454900063;NA;NA;NA
"CHN_2001";"CHN";2001;NA;1299129752;817249454;481880298;NA;1048802649;NA;575365927;449519048;473435057;NA;NA;NA
"CHN_2002";"CHN";2002;-0,33;1307352257;804996583;502355674;NA;1068148237;NA;574767963;468318515;493381693;NA;NA;NA
"CHN_2003";"CHN";2003;-0,56;1315303521;792129474;523174047;NA;1087118484;NA;573467123;487413008;513651076;NA;NA;NA
"CHN_2004";"CHN";2004;-0,39;1323084641;778714016;544370625;NA;1105771296;NA;571494167;506834692;534277340;NA;NA;NA
"CHN_2005";"CHN";2005;-0,5;1330776380;764901047;565875333;NA;1124136218;NA;568945561;526517742;555191324;NA;NA;NA
"CHN_2006";"CHN";2006;-0,54;1338408647;751277923;587130724;NA;1142099432;NA;566252896;545943151;575845954;NA;NA;NA
"CHN_2007";"CHN";2007;-0,5;1345993888;737619072;608374816;NA;1159725563;NA;563250423;565332663;596474883;NA;NA;NA
"CHN_2008";"CHN";2008;-0,49;1353569484;723634676;629934808;NA;1177112752;NA;559713403;584990030;617398664;NA;NA;NA
"CHN_2009";"CHN";2009;-0,45;1361169419;709442145;651727274;NA;1194260647;NA;555725116;604837256;638535336;NA;NA;NA
"CHN_2010";"CHN";2010;-0,66;1368810615;694999388;673811227;NA;1211188924;NA;551246549;624928850;659942373;NA;NA;NA
"CHN_2011";"CHN";2011;-0,6;1376497639;681219079;695278560;NA;1227735272;NA;547004138;644422410;680730482;NA;NA;NA
"CHN_2012";"CHN";2012;-0,54;1384206401;667676761;716529640;NA;1243965529;NA;542672916;663690022;701291849;NA;NA;NA
"CHN_2013";"CHN";2013;-0,54;1391883330;654004904;737878426;NA;1259892565;NA;537958470;683022552;721934054;NA;NA;NA
"CHN_2014";"CHN";2014;-0,52;1399453965;640121390;759332575;NA;1275453107;NA;532789228;702426977;742664390;NA;NA;NA
"CHN_2015";"CHN";2015;-0,55;1406847870;626045217;780802653;NA;1290570768;NA;527175711;721820430;763395282;NA;NA;NA
"CHN_2016";"CHN";2016;-0,5;1414049351;611774791;802274560;NA;1305224820;NA;521111725;741189856;784112989;NA;NA;NA
"CHN_2017";"CHN";2017;-0,23;1421021791;597396220;823625571;NA;1319363882;NA;514666462;760422027;804697502;NA;NA;NA
"CHN_2018";"CHN";2018;-0,26;1427647786;583171492;844476294;NA;NA;NA;NA;NA;NA;1427647786;583171492;844476294
"CIV_2000";"CIV";2000;-1,24;16454668;9353704;7100964;5551285;11643451;1484550;5196000;4066716;6447435;NA;NA;NA
"CIV_2001";"CIV";2001;NA;16853026;9510438;7342588;5715886;11949822;1519992;5296318;4195918;6653526;NA;NA;NA
"CIV_2002";"CIV";2002;-1,92;17231539;9652507;7579032;5874916;12242848;1553387;5388826;4321563;6854051;NA;NA;NA
"CIV_2003";"CIV";2003;-1,8;17599610;9785478;7814132;6031402;12529048;1585584;5476576;4445852;7052501;NA;NA;NA
"CIV_2004";"CIV";2004;-2,12;17970494;9916695;8053799;6189913;12817866;1617752;5563647;4572146;7254207;NA;NA;NA
"CIV_2005";"CIV";2005;-2,26;18354514;10052087;8302427;6353795;13116475;1650855;5653366;4702916;7463091;NA;NA;NA
"CIV_2006";"CIV";2006;-1,87;18754916;10192948;8561968;6524366;13427342;1685122;5746474;4839235;7680858;NA;NA;NA
"CIV_2007";"CIV";2007;-1,84;19171237;10338928;8832309;6701530;13750167;1720508;5842797;4980994;7907346;NA;NA;NA
"CIV_2008";"CIV";2008;-1,81;19605569;10490835;9114734;6886080;14086480;1757166;5942808;5128878;8143642;NA;NA;NA
"CIV_2009";"CIV";2009;-1,32;20059147;10649446;9409701;7078357;14437072;1795242;6046971;5283097;8390088;NA;NA;NA
"CIV_2010";"CIV";2010;-1,58;20532950;10814697;9718253;7278935;14802811;1834747;6155270;5444191;8647544;NA;NA;NA
"CIV_2011";"CIV";2011;-1,41;21028655;10987329;10041326;7488481;15184943;1875826;6268157;5612628;8916765;NA;NA;NA
"CIV_2012";"CIV";2012;-1,26;21547188;11167430;10379758;7707324;15584103;1918518;6385704;5788824;9198414;NA;NA;NA
"CIV_2013";"CIV";2013;-1,05;22087504;11354555;10732949;7935166;15999569;1962764;6507685;5972388;9491877;NA;NA;NA
"CIV_2014";"CIV";2014;-1,04;22647684;11547086;11100598;8171380;16429980;2008307;6633194;6163095;9796805;NA;NA;NA
"CIV_2015";"CIV";2015;-0,83;23226143;11742283;11483860;8416244;16874829;2054681;6760670;6361534;10114136;NA;NA;NA
"CIV_2016";"CIV";2016;-0,91;23822714;11939718;11882996;8669607;17333895;2101817;6889874;6567787;10444016;NA;NA;NA
"CIV_2017";"CIV";2017;-1,09;24437470;12139082;12298388;8931675;17807328;2149664;7020633;6782008;10786690;NA;NA;NA
"CIV_2018";"CIV";2018;-0,93;25069230;12339444;12729786;NA;NA;NA;NA;NA;NA;25069230;12339444;12729786
"CMR_2000";"CMR";2000;-0,56;15513945;8448659;7065286;NA;9180721;NA;3205195;NA;5975490;NA;NA;NA
"CMR_2001";"CMR";2001;NA;15928910;8579500;7349410;NA;9454648;NA;3269552;NA;6185081;NA;NA;NA
"CMR_2002";"CMR";2002;-0,68;16357602;8712379;7645223;NA;9735652;NA;3333926;NA;6401731;NA;NA;NA
"CMR_2003";"CMR";2003;-0,43;16800865;8847636;7953229;NA;10024051;NA;3398401;NA;6625666;NA;NA;NA
"CMR_2004";"CMR";2004;-0,36;17259322;8985206;8274116;NA;10320168;NA;3462905;NA;6857262;NA;NA;NA
"CMR_2005";"CMR";2005;-0,18;17733410;9125490;8607920;NA;10623903;NA;3527546;NA;7096333;NA;NA;NA
"CMR_2006";"CMR";2006;-0,25;18223674;9268077;8955597;NA;10935591;NA;3592115;NA;7343450;NA;NA;NA
"CMR_2007";"CMR";2007;-0,33;18730282;9412763;9317519;NA;11255182;NA;3656480;NA;7598681;NA;NA;NA
"CMR_2008";"CMR";2008;-0,55;19252666;9559006;9693660;NA;11582165;NA;3720376;NA;7861767;NA;NA;NA
"CMR_2009";"CMR";2009;-0,47;19789919;9706115;10083804;NA;11915740;NA;3783475;NA;8132285;NA;NA;NA
"CMR_2010";"CMR";2010;-0,74;20341241;9853480;10487761;NA;12255313;NA;3845479;NA;8409841;NA;NA;NA
"CMR_2011";"CMR";2011;-0,66;20906388;10000783;10905605;NA;12600451;NA;3906204;NA;8694245;NA;NA;NA
"CMR_2012";"CMR";2012;-0,59;21485265;10147790;11337475;NA;12950886;NA;3965496;NA;8985356;NA;NA;NA
"CMR_2013";"CMR";2013;-0,53;22077294;10294051;11783243;NA;13305959;NA;4023116;NA;9282814;NA;NA;NA
"CMR_2014";"CMR";2014;-1,06;22681852;10439120;12242732;NA;13665063;NA;4078831;NA;9586221;NA;NA;NA
"CMR_2015";"CMR";2015;-0,99;23298368;10582595;12715773;NA;14027612;NA;4132424;NA;9895184;NA;NA;NA
"CMR_2016";"CMR";2016;-1,06;23926551;10724227;13202324;NA;14393189;NA;4183738;NA;10209410;NA;NA;NA
"CMR_2017";"CMR";2017;-1,1;24566073;10863763;13702310;NA;14834189;NA;4238173;NA;10596051;NA;NA;NA
"CMR_2018";"CMR";2018;-1,38;25216267;11000824;14215443;NA;NA;NA;NA;NA;NA;25216267;11000824;14215443
"COD_2000";"COD";2000;-2,48;47105826;30561252;16544574;NA;15977246;NA;4743546;NA;11233733;NA;NA;NA
"COD_2001";"COD";2001;NA;48428545;31194315;17234230;NA;16691547;NA;4973584;NA;11717941;NA;NA;NA
"COD_2002";"COD";2002;-1,98;49871666;31890392;17981274;NA;17463182;NA;5220747;NA;12242455;NA;NA;NA
"COD_2003";"COD";2003;-2,03;51425580;32641912;18783668;NA;18290721;NA;5484667;NA;12806034;NA;NA;NA
"COD_2004";"COD";2004;-2,39;53068880;33433395;19635485;NA;19168272;NA;5763493;NA;13404784;NA;NA;NA
"COD_2005";"COD";2005;-2,13;54785903;34251516;20534387;NA;20092692;NA;6055500;NA;14037233;NA;NA;NA
"COD_2006";"COD";2006;-2,25;56578037;35094636;21483401;NA;21066357;NA;6360861;NA;14705575;NA;NA;NA
